时间,标签（标题),内容,转发数,点赞数,评论数,热评链接 
2020-01-29,#最新疫情地图#,【转！关注！#最新疫情地图#】#共同战疫# ,3818,52250,3162,https://weibo.cn/comment/hot/IrHK09OKx?rl=2
2020-01-29,#疫情联防联控实时播报#,"#疫情联防联控实时播报#【#陕西出现一名3岁确诊患者#】截至1月29日10时，陕西新增10例新型冠状病毒感染的肺炎确诊病例，新增疑似病例5例。新增确诊病例中，西安市3例、宝鸡市1例、咸阳市1例、延安市1例、汉中市2例、安康市2例。陕西累计报告新型冠状病毒感染的肺炎确诊病例56例，其中西安市18例、宝鸡市4例、咸阳市5例、铜川市5例、渭南市3例、延安市3例、汉中市6例、安康市10例、商洛市2例。全省新增密切接触者389人，累计1288人，均集中医学观察。患者1,女，3岁,湖北省武汉市人。1月21日从武汉市到延川县，27日出现症状，当天到延川县人民医院就诊。29日被诊断为新型冠状病毒感染的肺炎。目前在延川县人民医院隔离治疗，病情平稳。患者2，女，46岁，汉中市西乡县人，现居西安市雁塔区,与1月27日确诊患者4有接触史。22日出现症状，23日到陕西省传染病院（西安市第八医院）就诊。29日被诊断为新型冠状病毒感染的肺炎。目前在陕西省传染病院（西安市第八医院）隔离治疗，病情平稳。患者3，男，66岁，西安市新城区人，暂未发现明确暴露史。1月18日出现症状，当天到西安市第五医院就诊。29日被诊断为新型冠状病毒感染的肺炎。目前在陕西省传染病院（西安市第八医院）隔离治疗，病情平稳。患者4，男，49岁，汉中市西乡县人，与1月27日确诊病例3、4有接触史。21日出现症状，26日到西乡县人民医院就诊。29日被诊断为新型冠状病毒感染的肺炎。目前在西乡县人民医院隔离治疗，病情平稳。患者5，男，36岁，汉中市西乡县人，与1月27日确诊病例3、4有接触史。27日主动到西乡县人民医院就诊。29日被诊断为新型冠状病毒感染的肺炎，目前在西乡县人民医院隔离治疗，病情平稳。患者6，男，29岁，安康市紫阳县人，长期在武汉市工作。1月19日从武汉市返回安康市紫阳县，24日出现症状，26日到紫阳县人民医院就诊。29日被诊断为新型冠状病毒感染的肺炎。目前在紫阳县人民医院隔离治疗，病情平稳。患者7，男，26岁，安康市旬阳县人，长期在武汉市工作。1月18日从武汉市返回安康市旬阳县，20日出现症状，当天到旬阳县赵湾镇某诊所就诊。29日被诊断为新型冠状病毒感染的肺炎。目前在旬阳县医院隔离治疗，病情平稳。患者8，男，46岁，宝鸡市岐山县人，在武汉市工作。1月13日从武汉市返回宝鸡市岐山县，21日出现症状，22日到岐山县雍川镇小营村卫生室就诊。29日被诊断为新型冠状病毒感染的肺炎。目前在岐山县医院隔离治疗，病情平稳。患者9，女，45岁，湖北省孝感市人。1月22日从湖北省孝感市到西安市阎良区。23日出现症状，当天到阎良区人民医院就诊。29日被诊断为新型冠状病毒感染的肺炎。目前在阎良区人民医院隔离治疗，病情平稳。患者10，男，27岁，咸阳市淳化县人，武汉某大学学生。1月19日从武汉市到咸阳市淳化县。26日其母亲因发热到淳化县医院就诊，经调查发现其有武汉居住史，对其采集样本进行检测。29日实验室检测结果为新型冠状病毒阳性。目前在淳化县医院隔离，截至目前未出现相关症状。",1372,80776,4419,https://weibo.cn/comment/hot/IrHErEBmp?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报# 【#宁夏新增1例累计12例#】截至1月28日23时，宁夏新增确诊病例1例，新增疑似病例2例。至此，宁夏全区累计报告确诊病例12例（银川市7例、吴忠市3例、固原市1例、中卫市1例）；疑似病例2例（吴忠市1例、中卫市1例）。　　新增确诊病例：张某，女，10岁，安徽宿州人，为确诊病例（张某）之女。1月18日，患者与父母由南京驾车到达利通区外婆家中，活动范围与其父亲基本一致。1月27日，在吴忠市人民医院集中隔离医学观察。1月28日，自治区、吴忠市疾控中心实验室检测，结果均为阳性。经自治区诊疗专家组研判确认为确诊病例，已转入自治区第四人民医院集中救治。　　新增疑似病例1：杨某，女，30岁，为确诊病例冯某的妻子。2020年1月13日，暂住在武汉市姐姐家中。1月14日携其子到武汉市协和医院就诊住院，19日出院。20日上午乘南航CZ8567航班到达银川河东机场，乘坐私家车返回中卫。1月27日，患者出现咳嗽症状，由居家隔离转送到中卫市人民医院集中隔离医学观察。中卫市采集标本，等待结果。1月28日，经自治区诊疗专家组研判确认为新型冠状病毒感染的肺炎疑似病例。目前，正在完善流行病学调查。　　新增疑似病例2：蔡某，男，42岁。常住内蒙古包头市，现住红寺堡区新庄集乡东川村。2019年12月14日，在北京与武汉籍人员共处约半小时。1月20日，乘火车从包头经银川市返回红寺堡区新庄集乡东川村。1月25日，患者因咳嗽、咳痰伴胸闷到红寺堡区人民医院就诊，体温38℃，胸部CT显示双肺多发絮状模糊影，提示双肺间质性肺炎，进行隔离住院治疗。1月27日，胸部CT复查显示双肺病变范围明显扩大。红寺堡区疾控中心采样送吴忠市疾控中心进行新型冠状病毒核酸检测。1月28日，新型冠状病毒检测结果为阳性。经自治区诊疗专家组研判确认为，新型冠状病毒感染的肺炎疑似病例。目前，正在完善流行病学调查。（总台央视记者赵钱江 牛巧刚）,134,4503,623,https://weibo.cn/comment/hot/IrHojnLzm?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#天津新增1例累计25例#】截至1月29日6时，天津市新增1例新型冠状病毒感染的肺炎确诊病例，确诊病例增至25例。患者张某，男，41岁，居住于湖北省武汉市江汉区。1月19日由武汉出发去马来西亚旅游，25日乘飞机到天津。27日出现发热、咳嗽，体温38.3°C，就诊于武清区人民医院，后经专家组确诊为我市第25例病例，为普通型病例。目前已转至海河医院治疗，生命体征平稳。该病例为马印航空公司隔离医学观察者，与第14例确诊病例系密切接触者。　　截至目前，天津市累计发现新型冠状病毒感染的肺炎病例25例，其中男性20例，女性5例；重型17例，普通型8例，无危重及死亡病例，疑似病98例。累计排查密切接触者191人，其中已确诊6人，已解除医学观察2人，尚有183人正在接受医学观察。(总台央视记者王晓沛 丁旭),180,4878,1031,https://weibo.cn/comment/hot/IrHkObEiN?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【好消息！#青海新增0例确诊病例#】2020年1月28日0-24时，青海省报告新型冠状病毒感染的肺炎新增确诊病例0例，新增重症病例0例，新增死亡病例0例，新增出院病例0例。截至1月28日24时，青海省累计报告新型冠状病毒感染的肺炎确诊病例6例，重症病例0例，死亡病例0例，出院病例0例。其中，确诊病例中，西宁市6例，其他市州无报告病例。目前，追踪到密切接触者76人，其中2人已解除医学观察。,208,7300,588,https://weibo.cn/comment/hot/IrHeQy5ty?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#巴西出现1例疑似病例#】巴西卫生部长路易斯·亨里克·曼德塔28日在发布会上表示，巴西米纳斯吉拉斯州出现一例新型冠状病毒感染的肺炎疑似病例，目前患者正在一家传染病领域里顶级医院接受隔离和检测。疑似感染者是一名22岁的学生，曾到中国武汉旅行，她于1月24日回到巴西，随后出现了与新型冠状病毒感染的肺炎相似症状。另有14位与其密切接触者目前也都被监控中。（总台央视记者徐丹娜）,234,30167,1101,https://weibo.cn/comment/hot/IrHdwpdlb?rl=2
2020-01-29,#现在疫情处于什么阶段#,【#现在疫情处于什么阶段# 6个疫情必知点，转发周知！】国家卫健委主任马晓伟：根据近期的临床资料来看，病毒的传播力似乎有所增强，病毒的毒性和致病力需要更多的临床资料加以分析。专家预判现在疫情进入一个比较严重复杂的时期。 ,1290,5597,651,https://weibo.cn/comment/hot/IrH5TAN6s?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报# 【#福建新增2例累计82例#】 1月28日15时—1月28日24时，我省报告新增新型冠状病毒感染的肺炎确诊病例2例，均为输入性病例。其中：    厦门市1例（湖里区1例）;    宁德市1例（古田县1例）。    报告新增新型冠状病毒感染的肺炎疑似病例31例。其中：    福州市13例（福清市4例、闽侯县2例、仓山区1例、鼓楼区1例、晋安区1例、连江县1例、罗源县1例、永泰县1例、宁德市福鼎市1例）；    厦门市1例（湖北省武汉市1例）；    漳州市1例（龙海市1例）；    泉州市2例（安溪县1例、惠安县1例）；    三明市2例（清流县1例、沙县1例）；    莆田市6例（城厢区3例、荔城区1例、湄洲岛区1例、秀屿区1例）；    龙岩市3例（长汀县2例、新罗区1例）;    宁德市3例（福鼎市1例、寿宁县1例、霞浦县1例）。                                                              截至1月28日24时，福建省累计报告新型冠状病毒感染的肺炎确诊病例82例（危重症2例、重症13例，无死亡病例）。其中：    福州市24例（福清市5例、连江县3例、闽清县3例、长乐区3例、仓山区2例、永泰县2例、罗源县1例、闽侯县1例、宁德市古田县1例、湖北省武汉市3例）；    厦门市6例（湖里区1例、泉州市石狮市1例、湖北省武汉市3例、湖南省长沙市1例）；    漳州市6例（云霄县2例、芗城区1例、龙文区1例、东山县1例、诏安县1例）；    泉州市13例（晋江市5例、南安市3例、鲤城区1例、丰泽区1例、洛江区1例、安溪县1例、石狮市1例）；    三明市8例（永安市3例、三元区2例、沙县2例、宁化县1例）；    莆田市14例（城厢区4例、涵江区2例、荔城区2例、秀屿区2例、湄洲岛北岸2例、湖北省武汉市1例、湖北省鄂州市1例）；    南平市3例（延平区1例、光泽县1例、湖北省孝感市1例）；    龙岩市1例（永定区1例）；    宁德市7例（蕉城区3例、霞浦县2例、福安市1例、古田县1例）。                                         现有报告新型冠状病毒感染的肺炎疑似病例共89例。其中：    福州市38例（福清市10例、晋安区5例、连江县4例、长乐区4例、闽侯县3例、闽清县3例、仓山区2例、罗源县2例、鼓楼区1例、马尾区1例、台江区1例、永泰县1例、宁德市福鼎市1例）；    厦门市3例（湖北省武汉市3例）；    漳州市4例（诏安县3例、龙海市1例）；                                   泉州市11例（安溪县4例、丰泽区3例、南安市2例、惠安县1例、石狮市1例）；    三明市7例（沙县3例、永安市2例、明溪县1例、清流县1例）；    莆田市9例（城厢区4例、秀屿区2例、荔城区1例、湄洲岛区1例、仙游县1例）；    南平市2例（邵武市2例）；    龙岩市7例（长汀县2例、新罗区1例、永定区1例、连城县1例、上杭县1例、武平县1例）；    宁德市8例（古田县2例、福安市2例、霞浦县2例、寿宁县1例、福鼎市1例）。    目前，确诊、疑似病例的密切接触者已解除医学观察53人，尚有1528人正在接受医学观察。,250,3336,758,https://weibo.cn/comment/hot/IrH3M9B9q?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#海南累计确诊增至43例#】2020年1月28日00：00-24：00，海南省新型冠状病毒感染的肺炎新增确诊病例5例，新增重症病例4例，无新增死亡病例和出院病例。确诊病例中，海口市2例、万宁市1例、东方市1例、琼中县1例。截至1月28日24:00，海南省累计报告新型冠状病毒感染的肺炎确诊病例43例，重症病例9例，死亡病例1例，无出院病例。确诊病例中，海口市9例、三亚市14例、儋州市5例、琼海市1例、万宁市8例、东方市1例、澄迈县2例、临高县1例、陵水县1例、琼中县1例。截至1月28日24:00，追踪到密切接触者913人，已解除医学观察86人，尚有827人正在接受居家或集中医学观察。,132,3042,385,https://weibo.cn/comment/hot/IrGYEryYl?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#重庆累计确诊增至147例#】2020年1月28日0—24时，重庆市报告新型冠状病毒感染的肺炎新增确诊病例15例，新增重型病例3例，重型病例转普通型病例1例，新增危重型病例1例。渝中区为报告首例确诊病例。新增确诊病例中，万州区2例、渝中区1例、江北区1例、合川区1例、綦江区2例、璧山区1例、开州区2例、忠县2例、云阳县1例、奉节县1例、石柱县1例；新增重型病例中，渝北区1例、江津区1例、璧山区1例；重型病例转普通型病例１例为永川区；新增危重型病例１例为铜梁区。截至1月28日24时，重庆市累计报告新型冠状病毒感染的肺炎确诊病例147例，重型病例15例，危重型病例4例。确诊病例中，万州区17例、黔江区1例、涪陵区1例、渝中区1例、大渡口区6例、江北区5例、九龙坡区5例、南岸区1例、渝北区6例、巴南区1例、长寿区7例、江津区2例、合川区5例、永川区3例、綦江区4例、大足区1例、璧山区4例、铜梁区2例、潼南区2例、开州区11例、梁平区1例、城口县1例、丰都县3例、垫江县5例、忠县11例、云阳县11例、奉节县4例、巫山县5例、巫溪县5例、石柱县7例、秀山县1例、两江新区8例；重型病例中，万州区2例、大渡口区2例、江北区1例、九龙坡区1例、渝北区1例、长寿区2例、江津区1例、璧山区2例、垫江县1例、忠县1例、云阳县1例；危重型病例中，万州区1例、江北区1例、九龙坡区1例、铜梁区1例。累计追踪到密切接触者2462人，已解除医学观察103人，尚有2359人正在接受医学观察。重庆市卫生健康委坚决贯彻落实党中央、国务院决策部署和市委、市政府工作要求，坚决把人民群众生命安全和身体健康放在第一位，切实加强疫情防控和医疗救治工作。精心开展患者救治，对确诊患者实行片区集中救治，按照《新型冠状病毒感染的肺炎诊疗方案（试行第四版）》规范开展集中治疗；重医附属儿童医院承担主城片区儿童确诊病例和全市儿童重型病例的集中救治工作；重医附一院、重医附二院江南院区承担全市外籍人士确诊患者的集中救治工作。同时，为做好疫情发展应对准备，将市人民医院两江院区、巴南区人民医院新院区作为全市集中救治定点后备医院，预备床位2000张，启动收治新型冠状病毒感染的肺炎患者的设备、设施完善工作。精心做好医护人员保障，全面梳理重庆援助湖北医疗队全体队员及参与“集中患者、集中资源、集中专家、集中救治”的一线医护工作人员名单，切实帮助解决他们的实际困难；全力做好一线医护人员个人防护用品等物资保障，确保一线医护人员自身安全。重庆市卫生健康委提示：加强疫情预防，为了您和他人健康，请自觉落实重庆市重大突发公共卫生事件一级响应要求，做好自我防护，减少外出活动。如有发热、咳嗽等症状，请戴上口罩及时就近就医。(总台央视记者法绮 李洪淼 刘雨 谢鹏),232,3658,766,https://weibo.cn/comment/hot/IrGXX437r?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报# 【#广东新增53例累计241例#】截至2020年1月28日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例241例。28日当天全省新增确诊病例53例，新增出院病例1例。新增确诊病例中，河源市1例、茂名市2例为首次报告，深圳市14例、广州市12例、中山市6例、东莞市5例、珠海市2例、湛江市2例、揭阳市2例、阳江市2例、汕头市1例、惠州市1例、肇庆市1例、梅州市1例、清远市1例。有1342名密切接触者正在接受医学观察。  确诊病例中，广州市63例、深圳市63例、佛山市18例、珠海市14例、惠州市12例、中山市12例、阳江市10例、东莞市7例、湛江市7例、汕头市6例、清远市6例、揭阳市6例、肇庆市5例、韶关市4例、梅州市4例、茂名市2例、河源市1例、汕尾市1例。男性120例，女性121例，年龄介于11月龄-85岁之间。  目前，重症22例、危重症9例，无死亡病例，累计出院5例。,319,6217,1193,https://weibo.cn/comment/hot/IrGT1u5Yx?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#吉林累计确诊增至9例#】1月28日0-24时，吉林省报告新型冠状病毒感染的肺炎新增确诊病例1例，为通化市首例外省输入性病例。截至1月28日24时，吉林省累计报告新型冠状病毒感染的肺炎病例9例，其中长春市1例，吉林市3例，松原市2例，四平市1例，公主岭市1例，通化市1例。目前累计追踪到密切接触者288人，均在接受医学观察。通化市的新增病例为男性，47岁，家庭住址为通化市东昌区，在湖南省安化县某工地工作。该病例曾与1例山东籍确诊病例同一卧铺车厢（K1074次），为密切接触者。1月27日出现发热，经120转运至通化市人民医院隔离治疗。1月27日经通化市疾控中心实验室初检阳性，1月28日经省疾控中心实验室复核检测阳性，专家组评估确认为新型冠状病毒感染的肺炎确诊病例，目前患者病情稳定。该病例于1月16日自长沙乘坐K1074次火车，于17日到达济南，随后同其他3人开车前往梅河口市，18日凌晨乘坐K7393次火车到达通化市。该病例在通化市的5名密切接触者已经找到，均采取居家隔离医学观察，由所在社区中心进行管理、随访。提醒广大市民朋友，如您是与该患者一同乘坐K7393次火车的同车厢人员，请立即与通化市疾控中心联系做好登记，按照疾控中心要求居家医学观察14天，同时提醒从武汉、湖北等疫情发生地区返回人员要配合当地社区做好筛查登记，并做好自身健康管理，避免到通风不良、人群密集的场所，一旦出现发热、咳嗽等急性呼吸道症状，要立即向疾控中心工作人员报告，到当地定点医疗机构发热门诊就诊，配合医生采取隔离治疗措施。,191,4309,591,https://weibo.cn/comment/hot/IrGSPFQG6?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#甘肃新增5例累计24例#】2020年1月28日0-24时，甘肃省报告新型冠状病毒感染的肺炎新增确诊病例5例。其中：平凉市为报告首例确诊病例，兰州市新增确诊病例3例，张掖市新增确诊病例1例。截至1月28日24时，甘肃省累计报告新型冠状病毒感染的肺炎确诊病例24例，重症病例3例。其中：确诊病例中，兰州市14例、白银市1例、临夏州2例、定西市1例、张掖市2例、陇南市1例、金昌市1例、天水市1例，平凉市1例；重症病例中，兰州市3例。目前，追踪到密切接触者388人，已解除隔离8人，其余均正在接受医学观察。,215,4972,1470,https://weibo.cn/comment/hot/IrGSa0v7v?rl=2
2020-01-29,#共同战疫#,#共同战疫#【直播！#疫情联防联控实时播报#】@央视新闻 继续不间断直播特别节目《共同战“疫”》。看直播↓关注！ 央视新闻的微博直播 . ,37766,1659540,110485,https://weibo.cn/comment/hot/IrGPymng0?rl=2
2020-01-29,#疫情联防联控实时播报#,"#疫情联防联控实时播报#【#黑龙江新增7例累计37例#】记者从黑龙江省卫生健康委员会获悉，2020年1月28日0-24时, 黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例7例，其中重症病例1例。鸡西市为报告首例确诊病例。新增疑似病例45例。 截至1月28日24时,黑龙江省累计报告新型冠状病毒感染的肺炎确诊病例37例，其中：哈尔滨市11例、齐齐哈尔市3例、牡丹江市1例、佳木斯市5例、大庆市5例、鸡西市1例、双鸭山市1例、七台河市2例、绥化市8例；累计重症病例4例。死亡病例1例为绥化市确诊病例。累计报告疑似病例87例。 全省当日发热门诊诊疗人数3245人。目前追踪到密切接触者978人,已解除医学观察165人,尚有813人正在接受医学观察。（总台央视记者杨洋）",524,35046,4500,https://weibo.cn/comment/hot/IrGPccuQ9?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#河北新增15例累计48例#】2020年1月28日0—24时，河北省报告新型冠状病毒感染的肺炎新增确诊病例15例，其中，保定市3例、沧州市3例、廊坊市3例、唐山市2例、石家庄市1例、衡水市1例、张家口市1例、邢台市1例。张家口市为报告首例确诊病例。新增疑似病例45例，其中，邢台市12例、石家庄市8例、唐山市6例、秦皇岛市5例、沧州市5例、承德市3例、张家口市3例、邯郸市2例、衡水市1例。截至1月28日24时，河北省累计报告确诊病例48例，其中死亡1例，重症4例。确诊病例中，石家庄市10例、廊坊市9例、沧州市8例、保定市6例、邯郸市4例、邢台市3例、衡水市3例、唐山市3例、承德市1例、张家口市1例；死亡病例中，沧州市1例；重症病例中，石家庄市2例、廊坊市1例、衡水市1例。现有疑似病例56例。目前追踪到密切接触者1040人，均在接受隔离医学观察。（总台央视记者 钮立华）,263,7313,1470,https://weibo.cn/comment/hot/IrGOJwcRT?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#湖南累计确诊增至221例#】2020年1月28日0-24时，湖南省报告新型冠状病毒感染的肺炎新增确诊病例78例，新增重症病例8例，新增死亡病例0例，新增出院病例0例。其中：新增确诊病例中，长沙市22例、衡阳市10例、株洲市6例、湘潭市2例、邵阳市8例、岳阳市9例、常德市7例、益阳市4例、永州市4例、怀化市2例、娄底市4例；新增重症病例中，衡阳市2例、株洲市1例、邵阳市2例、怀化市1例、娄底市2例。截至1月28日24时，湖南省累计报告新型冠状病毒感染的肺炎确诊病例221例，重症病例38例（另有1例转归为普通病例），死亡病例0例，出院病例0例。其中：  确诊病例中，长沙市46例、衡阳市17例、株洲市13例、湘潭市8例、邵阳市19例、岳阳市26例、常德市26例、益阳市14例、郴州市7例、永州市11例、怀化市18例、娄底市13例、湘西自治州3例；重症病例中，长沙市7例、衡阳市4例、株洲市2例、湘潭市1例、邵阳市5例、岳阳市1例、常德市4例、益阳市2例、永州市3例、怀化市6例、娄底市3例。目前追踪到密切接触者3307人，已解除医学观察95人，尚有3212人正在接受医学观察。,451,6579,1096,https://weibo.cn/comment/hot/IrGOvCKYp?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#四川累计确诊增至108例#】 患者倪某，71岁男性，1月21日因发热到成都市某医院就诊，医院随即收治隔离。患者林某，32岁女性，1月26日因发热到成都市某医院就诊，医院随即收治隔离。患者刘某，19岁女性，1月26日因发热到成都市某医院就诊，医院随即收治隔离。患者晋某，32岁男性，1月26日因发热到成都市某医院就诊，医院随即收治隔离。患者杨某，19岁女性，1月27日因发热到成都市某医院就诊，医院随即收治隔离。患者刘某，25岁男性，1月27日因发热到成都市某医院就诊，医院随即收治隔离。患者乐某，59岁女性，1月27日因发热到成都市某医院就诊，医院随即收治隔离。患者杨某，31岁男性，1月27日因发热到成都市某医院就诊，医院随即收治隔离。患者李某，50岁女性，1月27日因发热到成都市某医院就诊，医院随即收治隔离。患者邓某，24岁女性，1月26日因发热到泸州市某医院就诊，医院随即收治隔离。患者彭某，47岁女性，1月27日因发热到德阳市某医院就诊，医院随即收治隔离。患者田某，42岁男性，1月27日因发热到广元市某医院就诊，医院随即收治隔离。患者丁某，31岁男性，1月26日因发热到内江市某医院就诊，医院随即收治隔离。患者陈某，55岁男性，1月26日因发热到南充市某医院就诊，医院随即收治隔离。患者罗某，42岁男性，1月23日因发热到宜宾市某医院就诊，医院随即收治隔离。患者周某，38岁女性，1月19日因发热到达州市某医院就诊，医院随即收治隔离。患者王某，43岁男性，1月26日因发热到巴中市某医院就诊，医院随即收治隔离。患者方某，52岁女性，1月27日因发热到巴中市某医院就诊，医院随即收治隔离。1月28日，按照《新型冠状病毒感染的肺炎诊疗方案》规定，根据病例临床表现，结合流行病学史和实验室检测结果，四川省新型冠状病毒感染的肺炎病例确认专家组确认此18例病例为我省新增新型冠状病毒感染的肺炎病例。截至1月28日24时，四川省累计报告新型冠状病毒感染的肺炎确诊病例108例，涉及19个市（州）。其中成都市46例、绵阳市8例、自贡市7例、广安市7例、泸州市5例、南充市5例、内江市4例、达州市4例、遂宁市3例、甘孜州3例、德阳市2例、乐山市2例、宜宾市2例、巴中市2例、雅安市2例、资阳市2例、凉山州2例、广元市1例、眉山市1例。108名患者中，危重3人。正在接受医学观察1617人，已解除医学观察129人。（央视记者庞丁 胡吉川）,175,4070,587,https://weibo.cn/comment/hot/IrGNx5tC9?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#浙江新增确诊123例累计296例#】2020年1月28日0-24时，浙江省报告新型冠状病毒感染的肺炎新增确诊病例123例，新增重症病例11例，新增出院病例2例。其中：新增确诊病例中，杭州市19例、宁波市3例、温州市54例、湖州市2例、嘉兴市3例、绍兴市12例、金华市6例、衢州市3例、舟山市2例、台州市18例、丽水市1例；新增重症病例中，杭州市6例、温州市1例、金华市1例、台州市1例、丽水市2例；新增出院病例中，温州市2例。截至1月28日24时，浙江省累计报告新型冠状病毒感染的肺炎确诊病例296例，重症病例42例；出院病例3例。其中：确诊病例中，杭州市51例、宁波市20例、温州市114例、湖州市5例、嘉兴市14例、绍兴市19例、金华市13例、衢州市8例、舟山市6例、台州市40例、丽水市6例；重症病例中，杭州市14例、宁波市1例、温州市8例、嘉兴市5例、绍兴市4例、金华市1例、衢州市1例、舟山市1例、台州市5例、丽水市2例；出院病例中，温州市3例。目前，全省共追踪到密切接触者5885人，已解除医学观察316人，尚有5501人正在接受医学观察。（总台央视记者高珧）,10029,451719,22996,https://weibo.cn/comment/hot/IrGJy4uBH?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#江苏新增29例确诊病例#】2020年1月28日0-24时，江苏省报告新型冠状病毒感染的肺炎新增确诊病例29例。其中8个设区市新增确诊病例中，南京市4例、无锡市3例、苏州市8例、淮安市1例、盐城市5例、扬州市3例、泰州市4例、宿迁市1例。（总台央视记者吴睿） ,703,53356,6178,https://weibo.cn/comment/hot/IrGHSAvwj?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报# 【好消息！#贵州新增0例确诊病例# 首例确诊病例已治愈】2020年1月28日0—24时，我省无新型冠状病毒感染的肺炎新增病例。截至28日24时，全省累计报告确诊病例9例（重症1例）：贵阳市1例，六盘水市1例，铜仁市2例，黔南州4例，黔西南州1例。其中，首例确诊病例（贵阳市）已治愈。26日报告原贵阳市修文县疑似病例经省级新型冠状病毒核酸检测两次复核结果为阴性，已排除。现有疑似病例3例（遵义市红花岗区新增1例、毕节市大方县新增1例，黔东南州凯里市新增1例）。目前，追踪到密切接触者281人，其中1人已确认为确诊病例，已解除医学观察19人，尚在接受医学观察261人。,3486,152125,10268,https://weibo.cn/comment/hot/IrGGYdtHN?rl=2
2020-01-29,#疫情联防联控实时播报#,#疫情联防联控实时播报#【#新疆新增3例累计13例#】2020年1月28日0-24时，自治区报告新型冠状病毒感染的肺炎新增确诊病例3例，新增重症病例2例，新增死亡病例0例，新增出院病例0例。其中：新增确诊病例中，乌鲁木齐市1例，伊犁州2例；新增重症病例中，乌鲁木齐市2例。截至1月28日24时，新疆（含兵团）累计报告新型冠状病毒感染的肺炎确诊病例13例，现有重症病例4例，累计死亡病例0例，累计出院病例0例。其中：确诊病例中，乌鲁木齐市6例、伊犁州4例、吐鲁番市1例、兵团第七师1例、兵团第八师石河子市1例；现有重症病例中，乌鲁木齐市3例、伊犁州1例。目前累计追踪到密切接触者307人，已解除医学观察9人，现有298人正在接受医学观察。,124,2885,638,https://weibo.cn/comment/hot/IrGDZdsmE?rl=2
2020-01-29,#疫情联防联控实时播报#,"#疫情联防联控实时播报# 【#安徽新增46例累计152例#】 2020年1月28日0-24时,安徽省新增报告新型冠状病毒感染的肺炎确诊病例46例。其中：合肥13例、亳州7例、宿州6例、阜阳2例、六安2例、马鞍山1例、芜湖2例、安庆6例、黄山3例、宿松4例。        新增疑似病例42例，其中：合肥4例、淮北4例、亳州9例、蚌埠1例、淮南1例、六安11例、马鞍山4例、芜湖3例、宣城1例、铜陵1例、池州1例、黄山1例、宿松1例。        所有病例病情平稳，均已在定点医院接受治疗。        截至1月28日24时,全省累计报告新型冠状病毒感染的肺炎确诊病例152例，其中:合肥29例、淮北2例、亳州15例、宿州9例、蚌埠3例、阜阳23例、淮南2例、滁州4例、六安6例、马鞍山11例、芜湖11例、宣城2例、铜陵9例、池州1例、安庆14例、黄山7例、宿松4例。        累计医学观察密切接触者2884人，尚在接受医学观察410人。        在医护团队精心诊治和护理下，安徽省两位新型冠状病毒感染的肺炎患者，于29日痊愈出院。这两位患者，前期分别在合肥和亳州定点医院住院治疗，目前体温恢复正常3天以上、呼吸道症状明显好转，连续两次(间隔1天以上)新型冠状病原核酸检测阴性。经省专家组评估，符合国家卫生健康委新型冠状病毒感染的肺炎诊疗方案（第四版）解除隔离及出院标准。",1638,81883,11639,https://weibo.cn/comment/hot/IrGDljlG7?rl=2
